date;Finland;Angola;New Zealand
2021-01-17;0.7351872491188011;0.061263050328009674;0.04630027632790912
2021-01-18;0.7387754732197063;0.06142858227856482;0.04630027632790912
2021-01-19;0.7468761609626589;0.061704468862823415;0.04640261999795313
2021-01-20;0.7530740025914952;0.06197061827351993;0.04640261999795313
2021-01-21;0.7604316742327453;0.06224325913325783;0.046586838604032337
2021-01-22;0.7672637978996203;0.06254186578916124;0.046586838604032337
2021-01-23;0.773805964063392;0.06285994679218879;0.04673011974209395
2021-01-24;0.7768505178459781;0.06296380997685085;0.04683246341213796
2021-01-25;0.7813267368001378;0.06321373076494392;0.04687340088015556
2021-01-26;0.792290754886237;0.06346365155303699;0.04697574455019957
2021-01-27;0.7994853254319914;0.0635512861150956;0.04705761948623478
2021-01-28;0.8064080608185862;0.06384989277099902;0.04718043189028759
2021-01-29;0.8142912804342114;0.06401542472155416;0.04713949442226999
2021-01-30;0.8211596487889744;0.06420692246827484;0.04715996315627879
2021-01-31;0.8254002772718624;0.06425236261156447;0.04715996315627879
2021-02-01;0.8303657995125089;0.06435947152074722;0.04722136935830519
2021-02-02;0.8400250088346427;0.06458991796171615;0.04724183809231399
2021-02-03;0.8472014570364531;0.06471000976898166;0.047344181762357995
2021-02-04;0.855193410715742;0.06490150751570233;0.0473851192303756
2021-02-05;0.8619349226628973;0.06501186214940576;0.0473851192303756
2021-02-06;0.8685677005463888;0.06511572533406781;0.04748746290041961
2021-02-07;0.8728626960611086;0.06519362272256436;0.04748746290041961
2021-02-08;0.8776469948623155;0.06527801156010228;0.04752840036843721
2021-02-09;0.8860013954204836;0.06544354351065744;0.04756933783645481
2021-02-10;0.8927610297115829;0.06559609256312983;0.04756933783645481
2021-02-11;0.8997018874421219;0.06576162451368497;0.04761027530447242
2021-02-12;0.9062440536058933;0.06586873342286773;0.04765121277249002
2021-02-13;0.9138010710305271;0.06598233378109185;0.04769215024050762
2021-02-14;0.9188572049908935;0.06610242558835736;0.047814962644560435
2021-02-15;0.9239495836391479;0.06615111145616769;0.047835431378569236
2021-02-16;0.9351310698525748;0.06617707725233321;0.04789683758059564
2021-02-17;0.944427832295829;0.06621278022206079;0.04797871251663085
2021-02-18;0.9544494884968422;0.06638155789713662;0.04806058745266605
2021-02-19;0.9655766076784372;0.06646594673467454;0.048101524920683654
2021-02-20;0.9759425884143855;0.06653410694960903;0.048101524920683654
2021-02-21;0.9817054937885665;0.06659902144002282;0.04824480605874527
2021-02-22;0.9881389258886745;0.0666931474511228;0.04836761846279808
2021-02-23;0.9994291461657651;0.06680999353386761;0.04840855593081568
2021-02-24;1.0107556111307436;0.06699175410702621;0.04846996213284208
2021-02-25;1.021610895153179;0.06717026895566412;0.04853136833486849
2021-02-26;1.0330098494939335;0.06737799532498823;0.04855183706887729
2021-02-27;1.0454780221273818;0.06745264698896408;0.0486337120049125
2021-02-28;1.0528175714246881;0.06753379010198131;0.0486746494729301
2021-03-01;1.0604652005690416;0.06768633915445371;0.0487565244089653
2021-03-02;1.0762497621442357;0.067777219441033;0.0487974618769829
2021-03-03;1.0899502541658739;0.06791029414638126;0.048899805547026914
2021-03-04;1.1032339322768008;0.06809854616858124;0.048899805547026914
2021-03-05;1.1147959877130509;0.06824460377201226;0.04908402415310613
2021-03-06;1.1262130643977493;0.06833872978311226;0.04910449288711493
2021-03-07;1.1340600393254863;0.06843934724325362;0.04922730529116774
2021-03-08;1.141236487527297;0.06851075318270879;0.04930918022720295
2021-03-09;1.1563505223765642;0.06853022752983291;0.04932964896121175
2021-03-10;1.1703228495573619;0.0686827765823053;0.04945246136526456
2021-03-11;1.1852194162793015;0.06882558846121563;0.049472930099273366
2021-03-12;1.1993548445555948;0.06902033193245699;0.04957527376931737
2021-03-13;1.213997698462319;0.06920858395465697;0.04959574250332617
2021-03-14;1.2229682587145823;0.06939359025233625;0.04973902364138778
2021-03-15;1.2308514783302071;0.06948122481439487;0.049779961109405385
2021-03-16;1.2470166091282247;0.06960780807070174;0.049820898577422994
2021-03-17;1.2609164469332463;0.06974737422509138;0.049820898577422994
2021-03-18;1.2743813484836128;0.06997132921701894;0.050025585917510995
2021-03-19;1.2877737606582036;0.07024397007675684;0.050025585917510995
2021-03-20;1.301274906896458;0.07041923920087406;0.05020980452359021
2021-03-21;1.30859633384982;0.07053933100813956;0.05039402312966943
2021-03-22;1.3162077183062857;0.0706172283966361;0.05039402312966943
2021-03-23;1.3301256784552513;0.07067240571348783;0.050557773001739845
2021-03-24;1.3428656862478592;0.07087364063377055;0.05068058540579265
2021-03-25;1.3554607152889153;0.07112680714638432;0.05074199160781906
2021-03-26;1.3664428557189587;0.07127935619885671;0.05078292907583666
2021-03-27;1.378911028352407;0.07150655691530497;0.05080339780984546
2021-03-28;1.3852900934206829;0.07161042009996701;0.051028553883942285
2021-03-29;1.3920859723996701;0.07183437509189457;0.051069491351959886
2021-03-30;1.4039561076829676;0.07199666131792903;0.05111042881997749
2021-03-31;1.414322088418916;0.07241535978109795;0.05119230375601269
2021-04-01;1.4242893775880971;0.0727009835389186;0.05119230375601269
2021-04-02;1.4330968367448647;0.07292169280632547;0.05119230375601269
2021-04-03;1.4396390029086361;0.07328521395264267;0.05119230375601269
2021-04-04;1.445510642346481;0.07345399162771851;0.0513151161600655
2021-04-05;1.4513460370964382;0.07373312393649778;0.051663084638215125
2021-04-06;1.4578700809162657;0.07427840565597359;0.05180636577627674
2021-04-07;1.4677286360217832;0.07468412122105975;0.05229761539248798
2021-04-08;1.4754487545419126;0.0750022022240873;0.05242042779654078
2021-04-09;1.4828245485271065;0.07543712930985964;0.052625115136628806
2021-04-10;1.4892036135953823;0.075725998792201;0.05268652133865521
2021-04-11;1.4933173856706627;0.07613496008180784;0.052870739944734416
2021-04-12;1.4976667482172143;0.07643356673771125;0.05295261488076962
2021-04-13;1.5048975634508568;0.07691393396677326;0.05299355234878722
2021-04-14;1.5107510805447577;0.07738131829775251;0.05303448981680483
2021-04-15;1.5169851668614818;0.07773834799502832;0.05303448981680483
2021-04-16;1.5219506891021286;0.0782933668880662;0.05303448981680483
2021-04-17;1.5267531102472793;0.07887110585274888;0.05311636475284003
2021-04-18;1.5298701534056416;0.07915997533509023;0.05313683348684883
2021-04-19;1.5326972390609002;0.07957867379825913;0.053157302220857634
2021-04-20;1.5378802294288743;0.0800428124047177;0.05319823968887524
2021-04-21;1.5430632197968486;0.08076336324831071;0.053218708422884044
2021-04-22;1.5472857259357926;0.08130864496778652;0.053218708422884044
2021-04-23;1.5519250459854477;0.08204867015850366;0.053218708422884044
2021-04-24;1.556546243691159;0.08274000948141047;0.053239177156892845
2021-04-25;1.5593370846585297;0.08311975925033112;0.053239177156892845
2021-04-26;1.561874212810685;0.08344757742692072;0.05340292702896326
